previousStep,LTerm1,LTerm2,LOp1,LTerm3,LTerm4,LOp2,LTerm5,LTerm6,LOp3,LTerm7,LTerm8,LOp4,LTerm9,LTerm10,LOp5,LTerm11,LTerm12,RTerm1,RTerm2,ROp1,RTerm3,RTerm4,ROp2,RTerm5,RTerm6,ROp3,RTerm7,RTerm8,ROp4,RTerm9,RTerm10,ROp5,RTerm11,RTerm12
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=12-8,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=33+22,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=15-3,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=33+22,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x+3=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+3=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=34-19,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=20+7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-18-18,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=-50-25,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=-189+127,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=-189+127,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-50-25,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=42+20,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(6)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(6)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(6)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(3)/(6),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(3)/(6),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(45)/(-5),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(-b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(20)/(-3),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(-b),none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+13=28,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-15=30,-x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-22=33,-x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(26)/(4),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(9)/(-81),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(a),none,/,(-bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+13=28,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-15=30,-x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-12*12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,*,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(2)=27,-(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(2)=27,-(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
6x-1=11,ax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
6x-1=11,ax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
3=x,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(5)=-22,(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+13=28,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-15=30,-x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-22=33,-x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+13=28,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-15=30,-x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-22=33,-x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
18x=-60,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
18x=-60,18x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(8)*8=81*8,(x),none,/,(b),none,*,c,none,none,none,none,none,none,none,none,none,none,aa,none,*,b,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(8)*8=81*8,(x),none,/,(b),none,*,c,none,none,none,none,none,none,none,none,none,none,aa,none,*,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+13=28,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+13=28,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+7=63,-x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=17,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+22=-22,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-5x=45,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-7x=-42,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
8x=-52,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(9)=-18,(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(9)=-18,(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(17)=-28,(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+3=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-11-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x+22=-22,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+22=-22,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+2=20,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+11=27,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-12=-21,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-12=-21,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+19=38,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+12=-12,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+7=63,-x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+9=-19,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
